Date,APA,BKR,COG,CVX,COP,DVN,EOG,XOM,HAL,HP,HES,HFC,MRO,NOV,NBL,OXY,OKE,PXD,SLB,FTI,VLO,WMB
2000-03-27,14.33,14.7,0.81,17.92,6.7,16.76,3.64,21.29,12.45,6.49,12.25,0.1,2.3728,11.36,5.09,3.92,1.18,8.81,25.11,,3.97,16.48
2000-03-28,14.9,15.23,0.8,17.98,6.72,17.03,3.81,21.98,12.31,6.35,12.43,0.1,2.3345,11.27,5.1,3.94,1.15,8.58,24.24,,3.93,15.22
2000-03-29,16.12,16.29,0.84,18.75,6.92,17.89,4.16,22.4,13.14,6.58,12.99,0.1,2.4366,12.19,5.44,4.02,1.18,8.75,25.58,,3.86,16.07
2000-03-30,16.71,15.82,0.87,19.53,7.11,18.94,4.54,21.88,13.24,6.77,13.63,0.09,2.5769,11.82,5.77,4.18,1.19,9.53,24.51,,4.03,15.91
2000-03-31,16.79,15.99,0.87,19.58,7.21,19.46,4.18,21.71,13.43,7.06,13.64,0.09,2.6598,11.99,5.89,4.28,1.21,10.0,24.12,,3.99,16.09
2000-04-03,16.49,16.25,0.87,19.56,7.25,19.66,4.59,22.4,13.88,7.24,13.69,0.09,2.6343,11.65,6.06,4.29,1.21,10.0,25.6,,4.15,15.98
2000-04-04,16.14,15.99,0.81,19.03,7.19,19.04,4.48,22.96,13.06,6.9,13.65,0.09,2.5769,10.85,5.73,4.25,1.21,9.47,24.97,,3.93,14.93
2000-04-05,15.74,15.03,0.83,18.54,7.11,18.94,4.4,22.19,12.41,6.7,13.19,0.08,2.4812,10.2,5.59,4.32,1.19,9.29,23.25,,3.76,14.63
2000-04-06,16.26,15.03,0.84,18.84,7.26,19.34,4.59,22.75,12.8,6.95,13.51,0.08,2.5195,10.56,5.63,4.47,1.21,9.53,23.65,,3.74,15.15
2000-04-07,16.45,15.33,0.82,18.31,7.18,18.99,4.66,22.14,12.94,7.07,13.22,0.08,2.5068,11.73,5.49,4.42,1.2,9.41,23.21,,3.85,15.47
2000-04-10,15.67,13.74,0.81,18.23,7.12,18.29,4.44,21.77,12.51,6.62,13.19,0.08,2.4366,11.22,5.32,4.41,1.19,8.75,22.17,,3.78,14.93
2000-04-11,16.31,15.2,0.82,18.79,7.3,18.31,4.63,22.09,13.12,7.0,13.35,0.09,2.4749,11.14,5.38,4.45,1.19,8.75,23.0,,3.84,14.33
2000-04-12,16.87,15.56,0.86,18.86,7.47,18.54,4.82,22.24,13.33,7.34,13.46,0.08,2.6088,11.53,5.73,4.47,1.2,9.23,23.1,,4.06,13.71
2000-04-13,16.6,15.03,0.87,18.42,7.48,19.14,4.89,22.26,12.84,6.92,13.56,0.09,2.5705,10.88,5.72,4.46,1.24,9.29,22.62,,4.01,14.19
2000-04-14,16.22,15.0,0.84,18.15,7.63,18.79,4.64,21.91,12.69,6.99,13.38,0.08,2.4812,10.61,5.68,4.42,1.22,9.29,22.13,,3.76,13.32
2000-04-17,15.27,14.8,0.84,17.57,7.33,17.76,4.57,21.01,12.55,6.82,13.09,0.08,2.4111,9.69,5.45,4.3,1.24,9.11,21.54,,3.69,13.55
2000-04-18,15.69,15.03,0.86,17.92,7.31,17.81,4.74,21.2,13.61,7.0,13.09,0.08,2.443,10.22,5.71,4.15,1.23,9.35,23.29,,3.89,13.44
2000-04-19,16.37,15.1,0.84,17.96,7.43,18.41,4.62,21.55,13.53,6.86,13.24,0.08,2.5961,10.05,5.99,4.21,1.23,9.29,23.25,,4.06,14.06
2000-04-20,15.97,15.79,0.86,18.29,7.41,18.24,4.75,21.98,13.8,7.14,13.24,0.08,2.4175,10.44,6.02,4.24,1.25,9.11,23.19,,3.92,13.87
2000-04-24,16.54,15.33,0.87,18.06,7.64,18.06,4.64,22.23,13.59,7.0,13.36,0.08,2.4111,10.46,6.33,4.32,1.23,9.35,23.43,,3.93,13.37
2000-04-25,16.16,15.49,0.9,17.97,7.71,18.54,4.71,22.54,13.53,6.92,13.46,0.08,2.4876,9.37,6.44,4.41,1.26,9.65,23.63,,4.0,13.8
2000-04-26,16.22,16.78,0.88,18.29,7.71,18.79,4.71,22.3,14.24,7.07,13.53,0.08,2.4557,8.91,6.21,4.49,1.31,9.05,24.38,,3.71,13.74
2000-04-27,16.16,16.81,0.9,18.74,7.77,19.16,4.79,22.45,14.86,7.16,13.55,0.08,2.4749,9.23,6.39,4.52,1.28,9.65,24.79,,3.83,13.53
2000-04-28,16.35,16.81,0.89,18.03,7.53,19.29,4.96,21.62,14.43,7.13,13.43,0.08,2.3728,9.3,6.47,4.42,1.29,9.83,24.14,,3.77,13.74
2000-05-01,16.98,17.15,0.92,18.29,7.69,19.19,5.16,21.71,14.45,7.1,13.55,0.08,2.3601,9.71,7.01,4.51,1.3,10.0,23.65,,3.76,14.06
2000-05-02,17.09,18.1,0.91,18.92,7.68,18.89,5.36,21.77,15.47,7.27,13.56,0.08,2.4366,9.71,7.1,4.51,1.3,10.18,24.46,,3.72,14.33
2000-05-03,16.58,17.57,0.89,18.5,7.66,18.69,5.23,21.57,14.78,7.17,13.19,0.08,2.3473,9.57,6.69,4.38,1.29,10.0,23.77,,3.63,13.69
2000-05-04,17.97,18.56,0.87,18.72,7.76,19.64,5.52,22.12,15.35,7.36,13.65,0.08,2.3792,9.69,7.11,4.47,1.29,11.08,23.96,,3.65,13.87
2000-05-05,18.9,18.66,0.88,19.23,7.8,19.91,5.67,22.26,15.31,7.77,13.67,0.08,2.4175,9.81,7.02,4.58,1.31,11.55,24.48,,3.73,13.78
2000-05-08,19.32,18.56,0.9,19.45,7.84,20.42,5.78,22.38,15.8,7.73,14.0,0.08,2.4621,9.71,7.01,4.68,1.31,11.26,24.14,,3.93,14.03
2000-05-09,18.9,18.73,0.96,19.09,7.83,20.09,5.7,22.11,15.98,7.7,13.84,0.08,2.4111,10.05,7.11,4.69,1.29,11.02,24.5,,3.96,13.76
2000-05-10,18.9,18.5,0.95,19.25,7.83,19.66,5.73,22.68,16.06,7.44,13.77,0.08,2.3856,10.25,7.15,4.72,1.29,10.9,24.24,,3.89,13.0
2000-05-11,19.47,19.09,1.01,19.78,8.0,20.64,5.87,23.33,16.45,7.66,14.21,0.08,2.5259,11.14,7.55,4.77,1.32,11.55,24.63,,4.18,13.7
2000-05-12,20.12,19.29,1.0,19.97,7.95,21.12,5.92,23.08,16.36,7.76,14.8,0.08,2.5514,10.63,7.49,4.78,1.32,11.43,25.4,,4.05,14.47
2000-05-15,20.08,19.49,1.04,19.91,8.04,22.54,5.88,23.52,16.84,8.23,14.73,0.08,2.691,10.93,7.21,4.76,1.37,11.91,26.23,,4.15,14.67
2000-05-16,19.47,19.39,1.04,19.69,8.14,22.39,5.58,23.42,16.82,8.1,14.31,0.07,2.6319,10.97,7.14,4.82,1.38,12.15,26.11,,4.1,14.63
2000-05-17,19.87,20.09,1.08,19.62,8.28,22.84,5.96,22.89,16.65,8.3,14.46,0.07,2.7172,11.1,7.29,4.87,1.35,12.86,26.17,,3.95,14.56
2000-05-18,20.43,19.18,1.12,19.53,8.43,23.45,6.08,22.91,16.2,8.0,14.19,0.08,2.6647,10.39,7.24,4.97,1.34,12.51,25.46,,3.95,14.7
2000-05-19,19.87,18.93,1.09,20.05,8.44,23.2,6.19,23.0,16.61,7.93,14.22,0.08,2.6647,10.73,7.12,4.97,1.34,12.68,24.97,,3.84,14.4
2000-05-22,19.6,18.13,1.08,20.21,8.64,23.2,6.22,23.44,15.47,7.73,14.01,0.08,2.6319,10.2,6.99,4.94,1.38,12.74,23.19,,3.84,14.24
2000-05-23,19.05,19.13,1.08,20.04,8.59,23.17,6.21,23.35,15.92,7.96,14.14,0.08,2.6319,10.61,6.97,4.83,1.36,12.51,23.71,,3.97,14.42
2000-05-24,18.56,18.5,1.09,20.25,8.65,23.85,6.14,23.33,15.84,7.82,13.8,0.08,2.6516,10.71,6.83,4.82,1.4,12.39,23.41,,3.84,13.96
2000-05-25,18.86,18.76,1.09,20.02,8.66,23.52,6.03,22.91,15.78,7.79,13.72,0.08,2.5794,10.25,6.79,4.68,1.38,12.39,23.35,,3.78,14.33
2000-05-26,19.18,17.87,1.13,19.63,8.51,22.29,5.98,23.17,15.31,7.89,13.61,0.08,2.7172,10.2,6.8,4.7,1.41,13.4,22.41,,3.83,14.22
2000-05-30,19.35,18.1,1.18,19.62,8.75,22.69,6.21,23.49,16.09,7.93,13.67,0.08,2.7041,10.17,6.87,4.72,1.44,13.46,22.39,,3.85,14.9
2000-05-31,20.53,19.23,1.23,19.86,9.08,23.97,6.48,23.44,16.72,8.52,14.06,0.08,2.8551,10.1,7.09,4.88,1.49,14.23,23.19,,3.85,15.22
2000-06-01,20.21,18.76,1.2,19.55,9.04,24.05,6.39,23.33,16.66,8.4,14.0,0.08,2.8485,10.2,6.93,4.82,1.54,13.82,23.06,,3.92,15.93
2000-06-02,18.9,17.01,1.04,19.46,8.67,23.5,6.08,22.28,15.84,7.96,13.26,0.08,2.7632,9.61,6.74,4.67,1.54,13.64,21.99,,3.55,15.75
2000-06-05,18.52,16.57,1.09,19.43,8.6,23.07,6.02,22.31,14.96,7.63,13.35,0.08,2.7172,9.25,6.53,4.59,1.48,13.16,21.89,,3.77,15.45
2000-06-06,19.05,17.37,1.11,19.96,8.74,23.3,6.26,23.16,15.92,8.09,13.88,0.08,2.8124,9.4,6.74,4.74,1.45,13.16,22.71,,3.8,15.75
2000-06-07,18.67,17.77,1.09,19.85,8.72,23.45,6.23,22.82,15.59,8.02,13.57,0.08,2.7566,9.66,6.78,4.81,1.45,12.98,22.78,,3.75,15.13
2000-06-08,18.96,18.03,1.11,19.89,8.65,23.65,6.42,22.52,15.31,8.45,13.67,0.08,2.8288,9.42,6.84,4.79,1.42,12.98,23.06,,3.96,15.64
2000-06-09,18.73,17.4,1.11,19.77,8.64,23.5,6.32,22.28,15.0,8.08,13.78,0.09,2.796,9.47,6.84,4.76,1.45,12.92,22.67,,3.93,15.34
2000-06-12,19.3,17.88,1.14,19.96,8.82,23.72,6.49,22.72,15.86,8.52,14.04,0.09,2.9273,10.17,6.96,4.85,1.46,13.22,23.15,,4.05,15.57
2000-06-13,19.17,17.82,1.14,19.71,8.91,23.99,6.63,22.84,15.9,8.36,14.21,0.09,2.9141,10.83,6.82,4.77,1.47,13.34,23.62,,4.1,15.62
2000-06-14,19.89,17.87,1.15,20.04,8.88,24.14,6.68,23.24,15.65,8.25,14.1,0.14,2.9929,10.95,6.83,4.79,1.46,13.16,23.54,,4.15,15.94
2000-06-15,19.32,17.98,1.14,20.01,8.72,23.89,6.63,23.19,15.27,8.35,13.96,0.13,2.8354,11.24,6.62,4.72,1.45,12.98,23.3,,4.15,15.73
2000-06-16,20.05,18.27,1.16,19.93,9.02,24.09,6.9,23.74,16.08,8.45,14.39,0.13,2.9404,11.58,6.99,4.98,1.46,13.1,24.03,,4.05,15.62
2000-06-19,19.19,17.7,1.13,19.63,8.69,23.79,6.81,23.65,15.76,8.29,14.13,0.12,2.8551,11.65,6.7,4.8,1.46,13.1,23.4,,4.0,15.5
2000-06-20,18.98,17.59,1.1,19.39,8.64,23.41,6.69,23.42,15.65,8.23,14.13,0.13,2.8551,11.87,6.84,4.76,1.44,12.68,23.48,,3.95,15.87
2000-06-21,19.74,18.68,1.09,19.61,8.76,23.11,6.71,23.62,16.33,8.63,14.4,0.13,2.901,12.38,7.02,4.96,1.44,12.86,24.61,,3.95,16.38
2000-06-22,19.0,18.05,1.06,19.24,8.6,23.39,6.44,23.26,15.61,8.28,14.0,0.13,2.8551,12.09,6.8,4.89,1.4,12.45,23.83,,3.83,16.24
2000-06-23,19.49,17.82,1.07,19.28,8.65,23.56,6.59,23.38,15.61,8.49,14.01,0.13,2.8551,12.41,6.97,4.95,1.39,12.27,23.62,,4.0,16.01
2000-06-26,19.41,17.78,1.04,19.07,8.6,22.93,6.48,23.45,15.49,8.12,13.9,0.13,2.8288,12.38,6.86,4.71,1.4,12.15,23.52,,3.95,16.03
2000-06-27,19.26,18.02,1.01,19.0,8.48,22.61,6.57,23.08,15.65,8.1,13.87,0.13,2.7763,12.24,6.93,4.63,1.37,12.15,23.85,,4.09,13.89
2000-06-28,19.65,16.99,1.03,18.82,8.34,22.13,6.67,23.1,15.18,7.79,13.59,0.13,2.7533,12.43,6.79,4.58,1.41,12.27,23.16,,4.04,14.8
2000-06-29,20.25,17.22,1.05,18.62,8.27,22.26,6.73,22.84,15.9,7.96,13.56,0.12,2.7894,12.33,7.08,4.52,1.37,11.55,23.48,,4.03,14.72
2000-06-30,19.85,16.97,1.04,18.22,8.04,22.48,6.66,22.08,15.49,8.55,13.12,0.12,2.6319,12.78,6.71,4.44,1.33,12.16,23.66,,4.18,15.34
2000-07-03,20.14,17.45,1.04,18.46,8.09,22.33,6.57,22.38,15.41,8.16,13.48,0.12,2.7041,12.82,6.83,4.55,1.39,12.39,23.56,,4.1,15.46
2000-07-05,18.52,16.16,1.03,17.73,7.5,19.35,5.9,21.64,14.63,7.59,12.62,0.12,2.5728,12.09,6.11,4.34,1.38,11.55,22.19,,3.97,15.09
2000-07-06,18.01,16.44,0.98,17.95,7.95,19.97,5.73,21.99,14.61,7.59,13.08,0.12,2.5794,12.04,6.21,4.43,1.37,11.85,22.75,,4.0,14.97
2000-07-07,18.2,16.41,0.98,18.04,8.04,19.92,5.98,22.09,14.34,7.53,13.24,0.12,2.586,11.95,6.24,4.43,1.37,11.55,22.61,,3.96,15.06
2000-07-10,17.97,16.09,0.98,18.05,8.06,19.32,6.06,21.98,13.79,7.48,13.27,0.12,2.6516,11.75,6.19,4.39,1.37,11.55,21.83,,4.01,15.5
2000-07-11,19.32,18.13,0.98,18.69,8.43,21.0,6.46,22.66,15.27,8.0,13.6,0.12,2.7304,12.38,6.44,4.7,1.39,12.03,23.76,,4.13,15.5
2000-07-12,18.88,17.59,0.98,18.41,8.28,20.78,6.27,22.11,15.08,7.66,13.4,0.13,2.6713,12.16,6.35,4.54,1.4,11.73,23.36,,4.0,15.64
2000-07-13,18.37,17.5,0.94,18.04,8.11,19.72,6.4,21.94,14.88,7.56,13.25,0.13,2.6582,12.36,6.19,4.46,1.39,11.79,23.52,,3.95,15.43
2000-07-14,18.29,17.24,1.0,17.99,8.13,19.8,6.31,21.82,14.81,7.7,13.24,0.13,2.7041,12.67,6.11,4.43,1.37,11.67,23.72,,3.98,15.78
2000-07-17,17.91,16.77,0.97,17.76,8.09,19.45,6.08,22.15,14.07,7.38,13.11,0.13,2.6713,12.7,6.24,4.34,1.37,11.43,22.93,,3.99,15.31
2000-07-18,18.29,17.57,0.97,17.5,8.13,19.12,6.31,21.99,14.73,7.6,13.2,0.13,2.6844,12.96,6.41,4.3,1.38,11.61,23.99,,4.01,15.34
2000-07-19,17.95,17.77,0.98,17.61,8.18,18.57,6.2,22.14,14.75,7.56,13.19,0.13,2.6844,13.09,6.32,4.23,1.41,11.26,24.11,,3.99,15.64
2000-07-20,17.25,17.87,0.95,17.19,8.11,18.89,5.81,21.98,14.81,7.52,13.05,0.13,2.6713,12.96,6.06,4.25,1.41,11.2,23.85,,3.96,15.43
2000-07-21,16.43,17.11,0.9,16.87,7.91,18.42,5.62,21.7,13.87,7.32,12.7,0.13,2.5794,12.82,5.84,4.18,1.4,10.78,23.24,,3.78,15.41
2000-07-24,16.12,16.48,0.89,16.63,7.6,17.66,5.47,21.73,13.69,7.09,12.28,0.13,2.5203,12.38,5.57,4.06,1.37,10.24,22.51,,3.67,15.78
2000-07-25,15.97,16.18,0.88,16.61,7.64,17.26,5.41,21.2,13.87,6.83,12.26,0.12,2.5006,12.31,5.27,3.98,1.38,10.36,22.37,,3.55,16.19
2000-07-26,16.56,16.81,0.85,16.61,7.58,17.74,5.57,21.43,14.3,6.88,12.24,0.12,2.4875,12.26,5.34,3.94,1.38,10.78,22.61,,3.38,15.75
2000-07-27,16.9,17.8,0.88,17.39,7.96,18.09,5.91,22.65,14.9,7.05,12.9,0.12,2.5991,12.77,5.44,4.06,1.46,10.72,23.26,,3.49,15.36
2000-07-28,16.62,18.17,0.91,17.31,8.06,18.22,6.01,22.5,14.92,7.22,12.66,0.12,2.5794,12.94,5.48,4.1,1.42,10.48,23.4,,3.41,15.09
2000-07-31,16.79,18.36,0.91,16.97,8.21,18.37,5.92,22.56,15.14,7.32,12.86,0.12,2.5663,12.82,5.41,4.27,1.44,10.24,23.43,,3.41,15.43
2000-08-01,17.34,18.86,0.9,16.95,8.17,18.47,6.18,22.5,15.37,7.49,13.1,0.12,2.5728,13.38,5.61,4.17,1.46,10.78,23.93,,3.45,16.08
2000-08-02,17.84,19.26,0.88,17.15,8.45,19.75,6.41,23.31,15.61,7.6,13.38,0.12,2.6385,14.54,5.76,4.19,1.54,11.02,24.73,,3.52,16.49
2000-08-03,17.74,19.02,0.87,17.19,8.6,19.33,6.31,22.91,15.47,7.66,13.54,0.12,2.7041,14.13,5.45,4.19,1.58,10.96,24.19,,3.59,16.12
2000-08-04,18.01,19.45,0.87,17.04,8.54,19.77,6.55,22.98,15.84,7.68,13.29,0.12,2.7107,14.57,5.53,4.18,1.57,10.84,24.67,,3.51,16.22
2000-08-07,18.36,19.36,0.88,17.34,8.63,20.63,6.6,22.76,15.99,7.84,13.42,0.13,2.7123,14.08,5.63,4.28,1.58,11.2,24.77,,3.47,16.82
2000-08-08,18.6,19.62,0.86,17.27,8.71,20.55,6.57,22.73,16.35,7.85,13.43,0.12,2.6844,14.28,5.64,4.23,1.61,11.32,25.18,,3.44,17.17
2000-08-09,18.9,20.62,0.88,17.75,8.8,20.95,6.64,22.8,17.28,7.99,13.45,0.13,2.7369,14.42,5.88,4.27,1.61,11.97,26.07,,3.51,17.27
2000-08-10,19.15,19.79,0.89,18.02,8.98,20.85,6.85,23.04,17.12,7.96,13.71,0.13,2.8042,14.13,6.04,4.29,1.6,12.21,25.66,,3.65,17.16
2000-08-11,19.24,19.45,0.89,18.05,8.82,21.18,6.86,23.14,16.74,8.08,13.67,0.12,2.7763,13.72,6.02,4.27,1.64,12.21,25.24,,3.81,17.09
2000-08-14,20.08,20.32,0.94,18.13,9.02,22.08,6.96,23.48,17.15,8.36,13.79,0.12,2.8732,14.13,6.43,4.35,1.66,12.45,25.99,,3.86,17.36
2000-08-15,19.81,20.05,0.95,17.94,9.18,21.75,7.11,23.13,16.89,8.11,13.92,0.13,2.8732,13.86,6.37,4.35,1.7,11.91,26.03,,3.71,17.3
2000-08-16,19.98,20.42,0.97,18.65,9.34,22.18,7.06,23.54,17.73,8.84,14.24,0.13,2.9341,14.03,6.57,4.37,1.71,12.63,27.35,,3.76,17.21
2000-08-17,20.8,20.92,1.0,19.03,9.66,22.86,7.26,23.84,17.65,8.3,14.54,0.13,2.9949,14.08,6.78,4.58,1.7,13.28,27.44,,3.91,17.41
2000-08-18,20.27,20.39,0.96,18.78,9.46,22.76,7.24,23.58,17.3,8.18,14.22,0.13,2.9628,14.01,6.58,4.5,1.68,12.8,27.02,,3.89,17.0
2000-08-21,20.21,20.42,0.98,18.93,9.53,22.58,7.29,23.75,17.54,8.21,14.37,0.13,2.9476,13.84,6.57,4.48,1.67,12.74,27.24,,3.87,17.07
2000-08-22,20.32,20.22,1.0,18.91,9.67,22.61,7.35,23.64,17.5,8.33,14.32,0.13,2.9882,13.77,6.5,4.54,1.7,12.86,27.34,,3.86,16.77
2000-08-23,21.21,20.57,1.04,19.4,10.07,24.88,7.56,24.03,17.69,8.58,15.21,0.13,3.0355,13.81,6.82,4.65,1.7,13.22,27.68,,4.05,17.03
2000-08-24,20.61,20.05,1.0,18.81,9.84,23.84,7.61,23.59,17.44,8.3,14.52,0.13,2.8868,13.72,6.67,4.48,1.7,13.22,27.28,,3.9,16.96
2000-08-25,20.9,19.59,1.01,18.96,9.97,23.96,7.6,23.59,17.3,8.33,14.93,0.13,2.9476,13.74,6.92,4.52,1.67,12.92,27.18,,3.86,17.28
2000-08-28,21.06,20.22,0.99,18.98,9.91,24.21,7.6,23.55,17.6,8.44,14.85,0.13,2.907,13.84,6.87,4.52,1.68,13.22,27.86,,4.01,17.46
2000-08-29,21.55,20.05,1.0,18.77,9.92,24.39,7.8,23.47,17.65,8.51,14.75,0.13,2.9966,13.79,6.89,4.51,1.7,13.28,27.33,,4.1,17.26
2000-08-30,21.26,19.55,0.99,18.58,9.82,24.46,7.59,23.14,17.41,8.46,14.6,0.13,2.9527,13.6,6.96,4.45,1.72,13.04,26.92,,4.15,16.9
2000-08-31,21.26,19.45,1.01,18.45,10.0,23.52,7.66,23.22,17.4,8.48,14.54,0.13,2.9662,13.47,7.02,4.56,1.73,13.22,27.05,,4.01,17.03
2000-09-01,21.62,19.65,1.05,18.65,10.18,24.04,7.71,23.46,17.69,8.58,14.87,0.13,2.9814,13.81,7.13,4.69,1.73,13.64,27.49,,4.01,17.49
2000-09-05,21.92,19.79,1.01,18.76,10.23,23.94,7.71,23.71,17.69,8.48,14.86,0.13,3.0203,13.57,7.12,4.73,1.78,13.4,27.28,,3.99,17.37
2000-09-06,22.4,20.52,1.04,19.23,10.28,24.36,7.86,23.6,18.04,8.8,15.06,0.13,3.1031,13.84,7.48,4.93,1.81,13.82,27.54,,3.97,17.6
2000-09-07,22.36,20.02,1.04,19.28,10.15,24.11,7.87,23.82,17.63,8.73,15.17,0.13,3.0693,13.52,7.43,4.94,1.86,13.94,26.65,,4.06,17.44
2000-09-08,21.58,19.62,1.04,18.92,10.02,23.51,7.76,23.75,17.17,8.61,14.87,0.13,3.0693,13.28,7.28,4.92,1.87,13.52,26.27,,4.0,16.98
2000-09-11,22.27,20.62,1.05,19.49,10.25,24.11,7.95,24.17,17.89,8.69,14.94,0.13,3.1606,13.86,7.37,5.06,1.93,13.76,27.14,,4.13,17.39
2000-09-12,22.27,20.55,1.04,19.33,10.46,23.79,8.06,24.39,17.93,8.7,14.93,0.13,3.1301,13.77,7.34,5.05,1.92,13.76,26.97,,4.1,17.49
2000-09-13,21.6,19.85,0.99,19.34,10.47,23.4,7.86,24.4,17.13,8.23,14.73,0.13,3.049,13.55,7.07,4.94,1.93,13.76,26.41,,4.09,16.66
2000-09-14,21.47,19.95,1.0,19.12,10.47,23.37,7.94,24.25,16.99,8.46,14.69,0.13,3.0355,13.55,7.05,4.85,1.88,13.82,26.67,,4.13,16.8
2000-09-15,22.11,20.75,1.06,19.68,10.73,24.93,7.91,25.03,17.38,8.6,15.67,0.13,3.1504,13.55,7.25,5.14,1.97,13.94,26.97,,4.39,16.98
2000-09-18,21.75,20.03,1.03,19.64,10.77,24.54,8.0,25.49,16.83,8.27,15.75,0.13,3.1454,13.01,7.14,5.28,1.97,15.07,26.43,,4.4,16.55
2000-09-19,21.09,19.22,1.02,19.22,10.53,23.7,7.77,25.03,16.68,8.14,14.86,0.13,3.0558,12.5,6.92,5.08,1.91,14.77,25.75,,4.46,16.05
2000-09-20,21.16,18.89,1.05,18.99,10.75,23.93,7.95,24.6,16.04,7.94,14.5,0.13,3.0693,11.85,6.93,4.86,1.93,14.65,25.35,,4.5,15.69
2000-09-21,20.08,19.25,1.0,18.62,10.3,23.12,7.66,24.55,15.83,7.58,14.32,0.13,3.0085,10.97,6.62,4.79,1.92,13.58,25.65,,4.46,14.99
2000-09-22,19.95,19.08,0.95,18.39,9.94,22.7,7.61,24.6,15.52,7.77,14.04,0.13,2.9324,10.59,6.67,4.82,1.91,13.46,25.21,,4.44,14.78
2000-09-25,19.74,18.42,0.97,18.07,9.89,23.22,7.45,24.42,15.41,7.82,13.74,0.13,2.8732,10.73,6.61,4.62,1.9,13.1,25.15,,4.3,14.82
2000-09-26,20.04,19.15,0.99,18.18,10.1,23.73,7.8,24.64,15.83,7.87,14.06,0.13,2.9679,11.46,6.79,4.7,1.94,13.76,25.15,,4.6,15.27
2000-09-27,20.59,19.62,1.01,18.65,10.41,24.17,7.91,25.38,16.06,8.11,14.28,0.17,3.0558,12.07,6.77,4.85,1.99,13.76,25.97,,4.62,15.36
2000-09-28,20.0,19.76,1.01,18.36,10.15,24.09,7.81,25.35,16.04,8.1,13.97,0.17,3.0575,12.09,6.66,4.74,2.01,13.82,25.92,,4.6,15.48
2000-09-29,19.95,19.75,1.03,18.61,10.15,24.19,7.79,25.34,16.14,8.3,14.32,0.16,3.0693,12.14,6.73,4.71,2.15,13.52,26.21,,4.69,15.62
2000-10-02,20.33,20.12,1.05,18.92,10.26,24.41,7.95,26.0,16.62,8.43,14.26,0.16,3.1437,12.43,6.86,4.78,2.14,13.28,27.04,,4.69,15.94
2000-10-03,20.08,19.85,1.03,18.96,10.29,24.48,7.91,25.83,16.37,8.37,14.41,0.16,3.1166,12.26,6.82,4.79,2.17,13.22,26.95,,4.62,16.24
2000-10-04,19.22,18.86,0.99,18.51,10.08,23.73,7.54,25.38,15.3,7.88,13.98,0.16,3.0287,11.48,6.62,4.55,2.24,13.22,26.01,,4.47,15.87
2000-10-05,18.56,18.62,0.96,18.66,9.98,22.72,7.4,25.36,15.25,7.75,14.0,0.16,2.9949,11.41,6.53,4.54,2.23,13.22,26.15,,4.35,15.99
2000-10-06,18.41,18.32,0.96,18.42,9.8,22.72,7.6,25.44,14.49,7.87,13.76,0.16,2.9544,11.29,6.54,4.46,2.3,13.4,25.55,,4.4,15.66
2000-10-09,18.75,18.59,0.97,18.77,10.19,23.22,7.59,25.92,14.64,7.92,14.12,0.16,3.0693,11.39,6.56,4.5,2.27,13.52,26.01,,4.41,16.08
2000-10-10,21.43,19.22,1.01,19.03,10.39,24.31,8.13,26.54,15.17,8.15,14.65,0.16,3.1504,12.38,6.99,4.64,2.21,13.46,26.69,,4.4,16.29
2000-10-11,22.21,19.39,1.06,18.91,10.43,25.29,8.46,26.66,15.32,8.34,14.62,0.16,3.1369,12.75,7.24,4.63,2.23,13.52,26.55,,4.4,16.01
2000-10-12,22.04,20.22,1.12,19.06,10.74,25.74,8.44,26.77,15.71,8.61,14.7,0.16,3.2248,12.89,7.61,4.69,2.25,13.82,27.06,,4.5,15.78
2000-10-13,21.09,19.49,1.12,18.39,10.35,24.96,8.35,25.74,14.93,8.31,14.13,0.17,3.0963,12.11,7.39,4.47,2.24,13.4,25.93,,4.31,15.43
2000-10-16,20.67,19.39,1.08,17.9,10.18,24.33,8.22,24.97,14.24,7.8,13.9,0.18,3.0896,11.75,7.35,4.4,2.26,13.22,25.43,,4.39,15.52
2000-10-17,21.43,20.09,1.08,18.09,10.34,24.57,8.54,24.97,14.31,7.9,13.85,0.17,3.0828,11.92,7.51,4.4,2.19,13.28,26.07,,4.46,15.41
2000-10-18,21.03,20.29,1.04,18.01,10.25,24.53,8.49,24.62,14.14,7.81,13.63,0.17,2.9747,11.8,7.55,4.37,2.15,12.86,25.93,,4.56,15.13
2000-10-19,20.65,20.22,1.07,17.97,10.28,23.91,8.48,24.6,14.12,7.82,13.59,0.17,3.0085,12.16,7.52,4.35,2.17,12.98,25.97,,4.59,15.15
2000-10-20,20.76,20.29,1.09,18.21,10.55,24.17,8.73,25.15,14.53,8.1,13.94,0.17,3.0761,12.5,7.65,4.42,2.18,13.22,26.79,,4.63,14.88
2000-10-23,20.21,19.69,1.08,18.02,10.5,23.67,8.63,25.33,13.59,7.81,13.8,0.17,2.9949,12.24,7.6,4.43,2.13,12.98,25.63,,4.51,14.9
2000-10-24,19.91,19.09,1.05,17.95,10.24,22.92,8.04,24.67,13.73,7.59,13.35,0.17,2.9409,11.99,7.13,4.29,2.12,12.92,25.09,,4.34,14.78
2000-10-25,18.9,17.79,1.01,17.79,10.14,21.13,7.4,24.8,12.22,7.18,13.11,0.16,2.8597,11.7,6.66,4.19,2.08,12.15,23.98,,4.18,14.32
